communal_territory_id,progressive_id,alphanumeric_id,name,italian_name,other_name,is_province,numeric_id,numeric_2010_2016_id,numeric_2006_2009_id,numeric_1995_2005_id,cadastral_code
282,41,82041,Gratteri,Gratteri,,0,82041,82041,82041,82041,E149
282,42,82042,Isnello,Isnello,,0,82042,82042,82042,82042,E337
282,43,82043,Isola delle Femmine,Isola delle Femmine,,0,82043,82043,82043,82043,E350
282,44,82044,Lascari,Lascari,,0,82044,82044,82044,82044,E459
282,45,82045,Lercara Friddi,Lercara Friddi,,0,82045,82045,82045,82045,E541
282,46,82046,Marineo,Marineo,,0,82046,82046,82046,82046,E957
282,47,82047,Mezzojuso,Mezzojuso,,0,82047,82047,82047,82047,F184
282,48,82048,Misilmeri,Misilmeri,,0,82048,82048,82048,82048,F246
282,49,82049,Monreale,Monreale,,0,82049,82049,82049,82049,F377
282,50,82050,Montelepre,Montelepre,,0,82050,82050,82050,82050,F544
282,51,82051,Montemaggiore Belsito,Montemaggiore Belsito,,0,82051,82051,82051,82051,F553
282,52,82052,Palazzo Adriano,Palazzo Adriano,,0,82052,82052,82052,82052,G263
282,53,82053,Palermo,Palermo,,1,82053,82053,82053,82053,G273
282,54,82054,Partinico,Partinico,,0,82054,82054,82054,82054,G348
282,55,82055,Petralia Soprana,Petralia Soprana,,0,82055,82055,82055,82055,G510
282,56,82056,Petralia Sottana,Petralia Sottana,,0,82056,82056,82056,82056,G511
282,57,82057,Piana degli Albanesi,Piana degli Albanesi,,0,82057,82057,82057,82057,G543
282,58,82058,Polizzi Generosa,Polizzi Generosa,,0,82058,82058,82058,82058,G792
282,59,82059,Pollina,Pollina,,0,82059,82059,82059,82059,G797
282,60,82060,Prizzi,Prizzi,,0,82060,82060,82060,82060,H070
282,61,82061,Roccamena,Roccamena,,0,82061,82061,82061,82061,H422
282,62,82062,Roccapalumba,Roccapalumba,,0,82062,82062,82062,82062,H428
282,63,82063,San Cipirello,San Cipirello,,0,82063,82063,82063,82063,H797
282,64,82064,San Giuseppe Jato,San Giuseppe Jato,,0,82064,82064,82064,82064,H933
282,65,82065,San Mauro Castelverde,San Mauro Castelverde,,0,82065,82065,82065,82065,I028
282,66,82066,Santa Cristina Gela,Santa Cristina Gela,,0,82066,82066,82066,82066,I174
282,67,82067,Santa Flavia,Santa Flavia,,0,82067,82067,82067,82067,I188
282,68,82068,Sciara,Sciara,,0,82068,82068,82068,82068,I534
282,69,82069,Sclafani Bagni,Sclafani Bagni,,0,82069,82069,82069,82069,I541
282,70,82070,Termini Imerese,Termini Imerese,,0,82070,82070,82070,82070,L112
282,71,82071,Terrasini,Terrasini,,0,82071,82071,82071,82071,L131
282,72,82072,Torretta,Torretta,,0,82072,82072,82072,82072,L282
282,73,82073,Trabia,Trabia,,0,82073,82073,82073,82073,L317
282,74,82074,Trappeto,Trappeto,,0,82074,82074,82074,82074,L332
282,75,82075,Ustica,Ustica,,0,82075,82075,82075,82075,L519
282,76,82076,Valledolmo,Valledolmo,,0,82076,82076,82076,82076,L603
